size,nprocs,patch,mean_time
880,32,1,49.51523960568011
880,32,5,2.1286477825293937
880,32,10,0.6065494188417991
880,32,20,0.2619504810621341
880,32,55,0.2181809109946092
880,32,150,0.468452005336682
880,32,400,1.1720200603206952
