120;24;1;0.16856430657207966
120;24;1;0.16788065992295742
120;24;1;0.16813133284449577
1030;24;1;11.726751510053873
1030;24;1;11.564513225108385
1030;24;1;11.581973100081086
120;24;2;0.09293321333825588
120;24;2;0.09270955994725227
120;24;2;0.09197977185249329
1030;24;2;5.750149382278323
1030;24;2;5.907011520117521
1030;24;2;5.768862888216972
120;24;4;0.061734577640891075
120;24;4;0.06247967854142189
120;24;4;0.060562411323189735
1030;24;4;2.940731257200241
1030;24;4;3.0219704564660788
1030;24;4;2.9055549446493387
120;24;8;0.04683168791234493
120;24;8;0.04698597081005573
120;24;8;0.047579532489180565
1030;24;8;1.485180975869298
1030;24;8;1.5242685563862324
1030;24;8;1.4863717276602983
120;24;16;0.05451459810137749
120;24;16;0.054035359993577003
120;24;16;0.05490921624004841
1030;24;16;0.7919574622064829
1030;24;16;0.7915678713470697
1030;24;16;0.7900903336703777
120;24;24;0.06605013646185398
120;24;24;0.06550739146769047
120;24;24;0.06554350443184376
1030;24;24;0.57719611749053
1030;24;24;0.5675741024315357
1030;24;24;0.5728135984390974
120;24;32;0.07825731113553047
120;24;32;0.0774665605276823
120;24;32;0.07746478356420994
1030;24;32;0.49205137602984905
1030;24;32;0.4938550665974617
1030;24;32;0.5126336496323347
